鴉	זיא
암	זאם
蛍	ינג
알	יאל
うま	וּמָה
예란	טיראן
ㅇ	סנג
ㅅㅂ	סלף
散	סאנז
삭토	סאגט
ຊາດ	סאאד
熱河	רֶשֶׁת
알	ראל
랄	ראלד
라보	רַבּוֹת
ああ	קאא
뉸	נין
내해로	נְהָרוֹת
카라얀	נאראיאן
밂	מלם
كل	מכל
마타람	מאטאראם
鴉	ליא
綠	לוּק
ש	לש
ション	לְשׁוֹן
كل	כגל
칵	כאג
ハラ	הרא
하	האק
하몬	האמן
할에	הַלֵּב
아란	פאראן
에메	אֶמֶה
בן	דון
오디	דוֹדִי
澈	חֶה
ชา	חָלָב
밭에	בָּתֵּי
ζζ	אזז
아야도	איאד
앤	אָוֶן
우리	אוּרִי
아쇼로	אסיר
アサ	אקסא
가오리	אוֹרִי
安在	אנזא
탄띠	אנדד
南	אנאן
アナ	אנאד
ガン	אגאן
儋	אדאן
叉	אחא
상양	סאנגיאנג
헤르만	הֶרְמַן
메디나가	מְדִינַת
탄자가	תאנאגאר
러헤인	אֱלֹהֵינוּ
鞍山	אנשאן
安房	אנפאנג
함안	האטמאן
鞍山	אנשאן
ちか	אָחִיךָ
하루카의	הארכאי
하가라도	האגארד
사란디	טאראנד
安陽	אניאנג
안가라	טאנארא
프라토	פְּרָטוֹ
하란	שאפראן
安陽	אניאנג
鞍山	אנשאן
安房	אנפאנג
ανδρέας	אנדראס
알만	אלזמאן
الدين	אלאדין
랑겔	רַגְלִי
나오타케	אוֹתָךְ
安陽	אניאנג
鞍山	אנשאן
安房	אנפאנג
안도한	אנדהאן
ανδρέας	אנדראס
鞍山	אנשאן
安房	אנפאנג
내에만	נֶאֱמָן
한사	האנסאר
한단	האנדאן
할애	הָלַךְ
알만	אלמאנד
헨리	הֶנְרִי
하라니	הארלאן
하랄의	האראלד
安陽	אניאנג
鞍山	אנשאן
하얀	האריאן
겟타	גנגסטא
鞍山	אנשאן
安陽	אניאנג
라구나로	ראגנאר
安陽	אניאנג
함안	האטמאן
한단	האנדאן
아가타의	אגאטאי
한단	האנדאן
라함	בראהאם
랍티	רַבָּתִי
다량	דאראנג
政司	זֶנגִי
보로타	בּוֹרוֹת
아산	איסאן
아날	אינאל
아단	אידאן
아단	ארדאן
ざま	זָרָה
알만	אלמאן
살아가	אָלָגָ
아랄	באראל
아라산	ארסאן
아만	ארמאן
安彦	אניאן
やまと	יאמאטו
알만	אלמאן
윤달	ינדאל
헬에	הֶלֶר
아만	אימאן
아함	אָשָׁם
아랴	אריאס
아라산	ארסאן
아만	ארמאן
安彦	אניאן
안산	אנסאן
팡안	אנגאן
잘함	אלהאם
아람	אהראם
올뉴	ווֹלקני
갓칸	באסאן
아란	ארלאן
아랄	ארגאל
아단	ארדאן
아란	בראנן
아냐	אניאס
아난다	אנאנד
암사	אמשא
الله	אללאה
알라	באדרא
아람	אהראם
シャンティ	שאנט
에돔	סְדוֹם
니티	אוּנִיטִי
마타타	מטאטא
